adult,budget,popularity,release_date,revenue,runtime,video,vote_average,vote_count,12,14,16,18,27,28,35,36,37,53,80,99,878,9648,10402,10749,10751,10752,10770,US_production_countries,GB_production_countries,JP_production_countries,FR_production_countries,CA_production_countries,DE_production_countries,KR_production_countries,other_production_countries,en_spoken_languages,es_spoken_languages,ja_spoken_languages,fr_spoken_languages,it_spoken_languages,de_spoken_languages,ko_spoken_languages,zh_spoken_languages,ru_spoken_languages,cn_spoken_languages,other_spoken_languages,en_original_language,es_original_language,fr_original_language,ja_original_language,ko_original_language,other_original_language,status_In Production,status_Planned,status_Post Production,status_Released,status_Rumored,homepage_bool
False,0,15.77,2008.0,8654110,95,False,7.12,117,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,True
False,0,14.322,2023.0,0,106,False,7.667,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,False,1,0,0,0,0,1,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,3500000,23.968,2005.0,57130027,99,False,6.957,3357,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,8272296,15.668,1999.0,67872296,101,False,7.659,1636,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False
False,80000000,23.22,2010.0,140073390,97,False,6.793,2074,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,55000000,30.488,2007.0,70016220,122,False,7.198,3145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,5000000,23.725,2018.0,16706680,100,False,7.501,3773,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,24.057,2022.0,0,90,False,6.0,570,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,15000000,19.515,1978.0,50000000,183,False,8.008,3273,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,False,1,0,0,1,0,0,0,0,1,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,17.374,2022.0,0,95,False,6.125,44,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,False
False,38000000,21.469,2016.0,112343513,110,False,6.231,3006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,112000000,19.266,2010.0,237382724,85,False,5.182,2148,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,76000000,20.415,2006.0,70595464,109,False,7.607,6323,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,3400000,24.241,2021.0,0,117,False,7.023,384,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,False,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,True,False,True
False,25000000,21.672,2018.0,7649973,121,False,7.56,2150,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,40000000,27.416,2012.0,132820716,157,False,6.982,4058,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,16.849,2022.0,0,96,False,6.656,291,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,38000000,23.216,2016.0,118102725,111,False,6.373,3789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,10000000,21.709,2006.0,94973540,139,False,7.13,1319,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,30000000,21.509,2011.0,13521829,86,False,5.151,479,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,40000000,25.007,2005.0,158733820,124,False,7.439,7357,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,5300000,17.26,2015.0,26072723,99,False,7.026,194,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,0,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,True
False,102000000,18.409,2012.0,130482868,172,False,6.873,6533,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,45000000,20.358,2012.0,198087212,113,False,7.364,5755,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,23.78,2021.0,0,115,False,6.406,537,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,35000000,21.455,1998.0,19165560,93,False,5.147,582,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,20.004,2003.0,0,89,False,5.161,797,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,19.427,1973.0,0,72,False,7.7,786,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,False,0,0,0,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True,False,False
False,13000000,19.403,1988.0,44726644,107,False,6.687,795,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,20.755,2007.0,253625427,100,False,5.937,2063,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,85000000,26.154,2006.0,197309027,86,False,6.129,2433,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,3000000,22.957,2014.0,4915757,95,False,5.56,1003,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False
False,30000000,20.86,2018.0,119942387,104,False,6.344,4011,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,14.211,1995.0,0,100,False,6.429,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,True,False,False
False,125000000,22.758,2016.0,64493915,104,False,6.1,750,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,30.339,2023.0,0,92,False,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,True,False,False
False,35000000,24.45,1992.0,156563139,103,False,6.257,1314,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,40000000,22.401,2006.0,60917189,123,False,6.663,2404,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,False,1,0,0,1,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,14.647,2022.0,0,122,False,8.623,77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,1,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,True
False,0,20.506,2016.0,1600000,107,False,6.6,1182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,17.211,2022.0,0,70,False,7.4,14,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,True
False,2000000,22.202,2014.0,10312540,94,False,6.515,5489,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,19.499,1999.0,0,95,False,6.615,195,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,21.433,2015.0,0,120,False,6.043,81,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,True
False,85000000,22.75,2006.0,144000000,97,False,6.208,1245,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,19.711,2019.0,0,117,False,7.909,429,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False
False,35000000,22.999,2005.0,19294901,97,False,5.5,616,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,16.103,2016.0,0,90,False,7.872,2116,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,15.874,2017.0,0,103,False,5.0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False
False,27000000,23.199,2008.0,101624843,111,False,6.625,3364,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,1,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,19.907,2019.0,0,60,False,6.723,65,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,False,0,0,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,True
False,5500000,25.446,1973.0,15700000,105,False,7.4,975,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,15.273,2021.0,29855981,121,False,7.1,114,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,False,1,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False
False,18000000,30.289,2019.0,2300000,137,False,7.755,6318,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,11000000,19.7,2014.0,78274843,106,False,7.378,3972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,16.978,2021.0,0,84,False,5.577,267,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True
False,85000000,22.494,2007.0,149044513,85,False,6.4,2184,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,60000000,22.255,2019.0,2927708,109,False,6.511,694,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,False,1,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,24.011,2020.0,69000000,132,False,7.429,155,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True
False,5000000,22.492,2008.0,0,90,False,6.824,1636,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,100000000,22.689,2004.0,82102379,104,False,4.585,3008,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,1,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,19.867,2022.0,0,78,False,5.949,78,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,10000000,19.252,2020.0,42800000,93,False,5.5,1059,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,20000000,20.989,1997.0,60000000,127,False,7.732,1097,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False,1,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,28.807,1993.0,1575158,77,False,6.158,19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,0,0,1,0,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,False,True,False,False
False,0,17.537,2022.0,0,101,False,6.896,436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,30000000,24.687,1995.0,212385533,90,False,6.305,3687,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,50000000,21.488,2005.0,161451538,110,False,5.731,2045,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,23000000,22.886,1991.0,86930411,85,False,6.778,1902,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,16.567,2021.0,0,111,False,6.3,77,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,21.042,2022.0,0,92,False,5.8,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,16000000,20.994,2018.0,72282227,100,False,6.388,1093,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,25000000,20.497,2019.0,104545505,108,False,6.502,2340,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,125000,29.935,2003.0,3208262,119,False,7.216,341,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,0,0,0,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False,True,False,False
False,12000000,20.903,2020.0,1266570,103,False,8.3,951,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,48000000,21.187,2012.0,171339013,109,False,6.153,711,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,1,0,1,0,0,0,1,1,0,False,False,False,False,False,False,True,False,False,False,True,False,True
False,0,20.08,2017.0,0,92,False,5.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,False,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,False,True,False,False
False,21000000,25.678,1993.0,42273609,96,False,5.386,680,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,13000000,22.078,1988.0,49400000,94,False,5.851,1194,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,105000000,22.63,2008.0,269784201,109,False,5.427,2659,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,55000000,23.781,2013.0,218791811,134,False,7.553,6265,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,65000000,20.931,2014.0,163442937,137,False,7.442,3805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False,1,0,1,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,16.724,2004.0,0,213,False,5.9,150,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,True,True,False,False,False,False,False,False,False,False,True,False,False
False,110000000,24.674,2004.0,362744280,125,False,6.564,6544,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,1,1,0,0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,10000,24.168,2023.0,0,20,False,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,20.472,1963.0,10878107,115,False,6.923,873,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,1,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,26000000,20.672,1998.0,65705772,121,False,7.372,1300,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,8819200,27.735,2020.0,32104054,129,False,6.9,696,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,True,0,0,0,0,0,0,0,0,1,0,False,False,False,False,False,False,True,False,False,False,True,False,False
False,1000000,22.881,2018.0,75462037,102,False,7.609,3462,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,5000000,23.223,2005.0,0,91,False,4.815,262,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,19000000,28.621,2008.0,18755936,109,False,6.335,1169,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,45000000,24.219,2003.0,124914842,95,False,5.6,1380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,24.97,2008.0,156941,94,False,5.247,194,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,17.849,1999.0,0,44,False,6.141,96,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,12000000,23.167,1981.0,41092328,118,False,6.851,643,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,1,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,23.397,1973.0,0,87,False,5.532,31,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,False,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,False
False,0,18.719,2009.0,0,89,False,4.8,255,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,19.059,2019.0,0,110,False,5.773,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,20.967,1981.0,32492674,116,False,5.6,176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,3000000,22.467,1949.0,11500000,134,False,6.615,179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,20.706,2022.0,0,96,False,4.561,41,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,72000000,26.765,2002.0,408247917,106,False,6.671,4977,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,0,20.667,2013.0,81071,97,False,7.381,1762,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False
False,85000000,24.663,1999.0,66976317,158,False,6.358,1266,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,False,1,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,24.983,2021.0,0,123,False,6.391,350,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False,1,1,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True
False,0,24.733,2021.0,0,86,False,5.9,635,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,True
