budget,popularity,revenue,runtime,vote_average,vote_count,release_date,12,14,16,18,27,28,35,36,37,53,80,99,878,9648,10402,10749,10751,10752,10770,homepage_bool
50000000,12.657,106956330,129,6.074,1472,2010.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
25000000,13.904,51702483,100,5.638,401,1996.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,11.188,0,98,6.421,292,2021.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
0,7.684,0,100,5.3,76,1978.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,12.917,0,64,6.6,67,2011.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
31000000,11.354,74134790,122,6.281,504,1989.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
50000000,16.656,128406887,97,5.764,1481,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
23000000,13.904,7434726,98,6.349,344,1991.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,True
700000,14.656,0,115,7.201,335,2010.0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False
16000000,13.904,29381649,130,7.169,264,2001.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,False
0,14.553,0,114,6.917,205,1971.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False
0,13.17,0,114,5.205,242,2013.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
20000000,12.812,8751856,90,6.53,232,2018.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,True
0,17.154,3643652,92,5.763,304,2007.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
4000000,11.904,4630045,84,5.707,256,2006.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,False
3000000,17.751,0,96,5.953,295,1985.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,False
0,10.404,17835,106,6.1,185,2009.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,10.395,0,60,6.5,7,2021.0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
4000000,9.402,0,70,6.839,202,2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False
0,17.151,28078073,108,5.448,267,1984.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,14.152,0,104,7.23,226,1939.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
10000000,13.853,5343820,88,5.79,1086,2010.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,11.651,0,99,6.206,238,1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
37000000,15.355,26250020,105,5.502,1867,2015.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
25000000,12.901,55494066,111,6.649,521,1998.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
0,12.864,0,120,7.064,841,2020.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
30000000,14.402,5874530,91,5.7,299,2009.0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,False
45000000,11.15,21075014,117,5.745,464,1996.0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
25000000,14.15,13411957,107,7.092,655,2005.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,16.909,14273033,112,6.935,822,2018.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True
0,15.869,516520,121,7.747,2156,2020.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,17.249,0,113,7.407,343,1995.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
0,12.519,0,100,6.3,29,1979.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,13.423,0,121,7.0,222,2021.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
0,17.049,0,98,7.3,10,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
0,12.899,52000,123,8.003,145,1999.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,False
0,11.172,0,3,6.724,157,2021.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,True
0,15.157,4988176,110,6.5,248,2018.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False
5610000,12.155,10657499,117,6.301,123,2017.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,12.168,0,109,6.3,41,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,14.306,0,108,5.666,398,2018.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
6500000,12.848,4217115,95,6.675,345,1999.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
57000000,15.399,52164016,123,6.191,971,2005.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
4000000,11.149,25345000,99,6.169,495,2011.0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,12.148,0,101,5.182,132,2008.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,16.914,0,109,7.26,277,2020.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
8000000,14.098,18707966,84,5.43,556,2006.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,11.348,83073883,130,6.163,1092,2005.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
0,11.819,218511,116,7.376,93,2021.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,12.149,0,90,5.622,147,2012.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
0,12.497,0,97,6.043,314,1997.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False
25000000,12.897,1308242,110,6.1,392,2000.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,12.147,3403957,88,7.808,1005,2004.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False
25000000,14.349,34942188,81,5.581,826,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,13.845,0,30,7.539,685,1995.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
20,12.151,0,87,6.8,112,2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,12.1,0,87,5.74,177,2014.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,False
31000000,15.903,7125027,103,5.8,262,2017.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
35000000,11.898,84606030,137,6.204,2214,2011.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,True
6000000,14.395,22231658,121,6.727,530,1996.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
0,11.156,0,107,6.5,25,2019.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,13.104,0,108,5.489,362,2018.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
0,11.144,0,92,7.4,274,1988.0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,False
0,15.671,1451974,110,7.527,497,2021.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
0,13.495,0,148,6.668,143,1955.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,False
5019770,12.145,4335968,176,7.1,254,1954.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
0,15.9,0,75,7.5,208,2016.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,False
0,11.148,0,85,7.496,122,2014.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
10000000,12.149,0,94,5.3,234,2015.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,11.896,0,110,6.0,249,2006.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,13.398,0,89,6.346,338,2013.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
0,13.644,0,95,6.069,101,1990.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
11000000,17.675,34967437,140,6.976,846,1981.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,13.896,0,11,6.817,271,2005.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
630019,11.549,0,32,7.486,1679,2015.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,True
0,17.669,0,63,3.0,1,2018.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
700000,13.149,200242,88,5.7,422,2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
12000000,12.593,110996879,111,6.451,539,1987.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,10.694,0,94,4.9,26,2021.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,11.428,0,80,2.0,1,2016.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
0,13.393,0,147,8.3,341,1964.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
12000000,11.894,58010320,98,5.788,921,2008.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,14.394,0,94,5.764,227,2006.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,11.894,3538446,101,6.636,656,2011.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
60000000,12.893,17834865,138,6.5,705,2006.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,False
0,13.402,17607783,122,6.575,134,2019.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
850000,12.391,25000000,78,6.125,272,1972.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,12.114,0,127,5.933,15,2021.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,14.141,20666667,97,6.408,206,1965.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,False
70000000,16.492,154937680,134,6.773,893,2006.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
0,11.808,0,159,5.8,5,2023.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,11.143,21520719,100,6.368,340,2010.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
22000000,14.39,25143818,107,6.886,403,1996.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,False
0,14.39,28000000,99,5.891,408,1994.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,15.89,32511047,94,7.224,701,1976.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,False
0,13.143,0,100,7.7,715,2013.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
20000000,13.091,31198531,101,5.819,770,2009.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,14.899,0,98,6.635,540,2018.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,13.641,58400000,92,5.767,546,2007.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,16.64,0,90,7.596,1571,1960.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
0,13.404,0,128,6.12,325,2020.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,True
4550000,13.39,21300000,133,7.2,326,1956.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,False
0,12.593,0,163,7.763,331,2015.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,False
2300000,10.639,1564609,87,7.408,547,1947.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,False
0,12.52,0,89,6.262,21,2006.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,8.829,0,132,5.2,30,2022.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
6000000,14.39,0,90,6.17,389,2006.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,False
14000000,16.138,39673161,91,6.095,372,1991.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
2000000,10.156,239828,84,6.198,321,2020.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,9.155,0,83,6.8,135,2020.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
0,17.615,0,127,6.7,102,1975.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,16.148,0,98,8.1,135,2019.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,True
0,17.613,13035599,93,6.135,315,1998.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
2300000,14.787,35000000,121,7.529,1483,1978.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
15000000,14.589,30226144,126,7.203,515,2007.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,17.609,960040,102,6.129,89,1988.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,False
75000000,14.138,93888180,105,5.398,470,1999.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
0,13.136,0,128,5.6,149,1984.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,False
0,17.14,103536,93,6.1,289,2014.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,False
0,15.087,0,93,6.597,143,1966.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,11.613,0,92,4.8,49,2016.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,12.141,0,85,5.97,264,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
0,10.846,0,107,6.715,639,2018.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,True
0,12.165,0,65,8.0,106,2021.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,True
0,9.998,0,96,5.65,20,2022.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,10.4,0,90,0.0,0,2020.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
9620000,15.891,53165427,140,7.2,282,2016.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
15000000,12.388,27293743,103,6.527,710,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
0,12.387,0,96,5.7,214,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,False
0,11.886,0,78,6.9,127,1999.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
1000000,12.388,101758490,83,4.706,704,2012.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,16.385,6330000,88,6.495,292,1972.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False
45000000,15.135,117615211,119,6.704,962,1994.0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,False
0,16.836,0,110,8.058,782,1928.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
0,12.638,0,43,6.8,377,2010.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
5000000,16.586,24000000,135,7.343,2090,2002.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
25000000,17.235,39404261,102,5.673,459,1990.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
0,9.389,2746207,127,6.4,359,2019.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,True
0,10.895,0,110,6.8,1299,2018.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,True
0,13.535,0,72,6.955,824,1968.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,13.641,0,96,5.941,246,2017.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10000000,11.884,14356479,95,6.372,195,1992.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
20000000,13.136,4001121,135,6.6,605,2007.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True
20000000,10.425,0,174,6.302,43,1999.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False
0,11.404,0,136,7.8,208,2020.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,False
0,14.643,0,121,6.819,589,2018.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
19100000,12.386,5728213,109,6.7,494,2011.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,False
6000000,13.333,201,132,6.998,321,1977.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,False
0,16.388,0,91,5.127,114,2015.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,16.043,0,88,8.113,97,1984.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False
250000,15.184,0,118,6.897,258,2003.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
30000000,17.383,134212055,125,6.597,919,1989.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
40000000,17.573,55247881,129,6.989,1847,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,11.633,0,0,0.0,0,2013.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,13.14,0,91,6.116,1502,2016.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,14.583,2350174,110,7.7,640,1989.0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,13.398,0,96,6.127,102,2020.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,False
4000000,17.569,10785801,114,7.524,2599,2008.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
17000000,13.882,78247647,101,6.097,850,1989.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,False
19600000,12.904,0,128,4.0,34,2006.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,12.886,0,99,7.5,141,2013.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
5256817,12.644,70821,105,4.845,100,2019.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,11.884,0,90,7.249,366,2011.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
60000000,11.882,37141130,105,5.136,874,1998.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
0,12.883,0,90,5.531,208,2006.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,False
0,9.237,0,120,3.5,2,2023.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False
0,8.395,0,83,7.931,254,2019.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
0,11.383,0,129,6.603,799,2011.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,False
20000000,13.34,0,118,6.71,491,2018.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,False
10000000,16.388,0,135,5.408,499,2017.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,True
0,16.897,3551439,88,6.413,403,2020.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
25000000,13.887,29200000,94,5.727,1582,2016.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,True
26000000,17.542,57891803,85,6.35,1669,2005.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
60000000,15.58,186883563,170,6.882,991,1998.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,17.541,3803298,159,7.483,833,1996.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,15.389,855756,136,7.157,459,2018.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True
0,11.901,0,99,7.189,623,2021.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
0,9.956,0,109,7.659,69,2017.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,True
14000000,11.384,8306690,94,6.058,216,2015.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
0,14.831,0,88,7.401,582,2007.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,False
300000,13.83,0,110,7.448,746,1965.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
3000000,13.629,47000000,107,5.667,215,1974.0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,9.923,0,82,1.0,1,2019.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,11.941,0,78,5.125,52,2006.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
4000000,13.631,0,120,6.8,280,2006.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
2800000,11.879,0,94,5.3,143,2000.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,15.33,0,101,6.521,499,2005.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
0,12.729,0,139,7.98,513,1958.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,False
5741614,12.886,1471656,116,6.854,888,2017.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,False
16000000,12.881,0,93,5.328,239,2012.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
10000000,11.886,0,97,5.709,495,2017.0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
0,13.629,0,132,6.817,498,2004.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,9.527,0,151,6.148,27,2022.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True
0,15.329,4947717,87,5.748,659,2007.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,True
0,14.158,0,13,4.0,1,1912.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
30000000,15.628,19204929,87,6.186,424,1998.0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,False
5000000,15.629,6538177,94,6.562,551,2006.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,13.335,3435047,111,6.767,581,2018.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
3000000,14.777,10000000,179,8.053,651,1961.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False
0,9.767,0,95,7.102,88,2001.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False
0,12.635,0,77,0.0,0,2018.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
0,13.136,0,96,4.889,1234,2019.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
0,11.645,0,68,5.0,9,1982.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
45000000,13.877,38058335,134,6.147,412,2005.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
21000000,12.126,0,129,6.335,315,1999.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
4000000,11.627,4100000,103,4.442,421,2009.0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,True
12000000,15.375,12376625,122,6.551,420,1981.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,False
0,17.5,0,110,8.029,105,2013.0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False
5600000,11.625,17233166,91,5.759,216,1983.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,False
60000000,14.126,16228448,105,5.75,308,1997.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,17.499,0,124,6.4,5,2023.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
1200000,11.682,0,110,5.6,75,2022.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False
0,10.881,0,5,7.158,193,2015.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False
1500000,11.625,0,138,6.488,441,1976.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False
0,13.516,0,116,6.0,3,2022.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,True
0,9.662,3285760,97,6.63,100,2022.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,False
0,11.217,0,119,6.074,94,2021.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False
0,14.329,101203,100,6.684,160,2015.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True
0,16.877,0,91,7.064,368,2011.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,True
0,15.678,94249025,108,6.142,310,2013.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,False
11000000,16.141,29355203,104,6.473,1709,2015.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True
